id,date,time,continent_code,country_name,country_code,state/province,population,city/town,distance,location_description,latitude,longitude,geolocation,hazard_type,landslide_type,landslide_size,trigger,storm_name,injuries,fatalities,source_name,source_link,,,
3412,4/25/11,,,United States,US,Kentucky,2554,Eddyville,7.88518,,37.0379,-88.0267,"(37.0379, -88.026700000000005)",Landslide,Landslide,Small,Downpour,,,0,,http://www.kfvs12.com/story/14689892/landslide-forces-road-closure,25-04-2011,2011,4
3413,4/25/11,20:00:00,,United States,US,Ohio,296943,Cincinnati,2.59168,,39.1647,-84.4271,"(39.164700000000003, -84.427099999999996)",Landslide,Landslide,Small,Downpour,,,0,,http://www.wlwt.com/news/27665557/detail.html,25-04-2011,2011,4
3414,4/25/11,,,United States,US,Kentucky,15273,Newport,1.73096,,39.1065,-84.501,"(39.106499999999997, -84.501000000000005)",Landslide,Landslide,Small,Downpour,,,0,,http://www.wlwt.com/news/27674697/detail.html,25-04-2011,2011,4
3415,4/25/11,,,United States,US,Ohio,296943,Cincinnati,2.68376,,39.1645,-84.426,"(39.164499999999997, -84.426000000000002)",Landslide,Mudslide,Small,Downpour,,,0,,http://news.cincinnati.com/article/20110427/NEWS01/104280320/Heavy-rains-spell-mudslides?odyssey=tab%7Ctopnews%7Ctext%7CFRONTPAGE,25-04-2011,2011,4
3416,4/25/11,,,United States,US,Ohio,1239,Wolfhurst,7.12905,,40.127,-80.8202,"(40.127000000000002, -80.8202)",Landslide,Landslide,Small,Downpour,,,0,,http://www.wlwt.com/weather/27678284/detail.html,25-04-2011,2011,4
3417,4/25/11,Night,,United States,US,Arkansas,1084,Midway,6.74198,,36.4461,-92.4623,"(36.446100000000001, -92.462299999999999)",Landslide,Landslide,Small,Downpour,,,0,,http://ozarksfirst.com/fulltext?nxd_id=445297,25-04-2011,2011,4
3418,4/25/11,,,United States,US,Ohio,2782,Dry Ridge,2.924,,39.2515,-84.6515,"(39.2515, -84.651499999999999)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.wlwt.com/news/27665557/detail.html,25-04-2011,2011,4
3419,4/25/11,06:00:00,,United States,US,West Virginia,1302,Barrackville,1.6033,,39.4896,-80.1708,"(39.489600000000003, -80.1708)",Landslide,Mudslide,Medium,Downpour,,,0,,http://www.wdtv.com/index.php/home/local-news/6115-mudslide-closes-marion-co-road,25-04-2011,2011,4
3427,4/26/11,,,United States,US,Ohio,4801,Amelia,4.45788,,39.0188,-84.2677,"(39.018799999999999, -84.267700000000005)",Landslide,Landslide,Small,Downpour,,,0,,http://www.wlwt.com/news/27674697/detail.html,26-04-2011,2011,4
3428,4/26/11,,,United States,US,Tennessee,5417,Bolivar,9.34376,,35.1802,-88.9436,"(35.180199999999999, -88.943600000000004)",Landslide,Landslide,Small,Downpour,,,0,,http://www.jacksonsun.com/article/20110427/NEWS01/110427023/Roundup-of-county-flood-reports?odyssey=tab%7Cmostpopular%7Ctext%7CFRONTPAGE,26-04-2011,2011,4
3434,4/27/11,Early morning,,United States,US,Tennessee,14538,Dickson,8.14549,,36.0562,-87.4745,"(36.056199999999997, -87.474500000000006)",Landslide,Landslide,Small,Downpour,,,0,,http://www.tennessean.com/article/20110427/DICKSON01/110427026/Flooding-strands-families-causes-mudslides-,27-04-2011,2011,4
3435,4/27/11,,,United States,US,Kentucky,4407,Ludlow,2.0883,,39.1098,-84.5571,"(39.1098, -84.557100000000005)",Landslide,Mudslide,Small,Downpour,,,0,,http://news.cincinnati.com/article/20110427/NEWS01/104280320/Heavy-rains-spell-mudslides?odyssey=tab%7Ctopnews%7Ctext%7CFRONTPAGE,27-04-2011,2011,4
3436,4/27/11,Early morning,,United States,US,Tennessee,1750,McEwen,12.81745,,36.1638,-87.5085,"(36.163800000000002, -87.508499999999998)",Landslide,Landslide,Small,Downpour,,,0,,http://www.tennessean.com/article/20110427/DICKSON01/110427026/Flooding-strands-families-causes-mudslides-,27-04-2011,2011,4
3438,4/28/11,,,United States,US,Kentucky,2764,Dawson Springs,8.74503,,37.1552,-87.7898,"(37.155200000000001, -87.7898)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.timesleader.net/articles/stories/public/201104/29/58tt_news.html,28-04-2011,2011,4
3440,4/29/11,Morning,,United States,US,Kentucky,1745,Harlan,15.7657,,36.8755,-83.1497,"(36.875500000000002, -83.149699999999996)",Landslide,Mudslide,Medium,Continuous rain,,,0,,http://www.wkyt.com/wymtnews/headlines/Major_mudslide_closes_a_road_120992829.html,29-04-2011,2011,4
3441,4/30/11,,,United States,US,Missouri,2184,Willow Springs,13.48426,,36.9118,-92.0833,"(36.911799999999999, -92.083299999999994)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.news-leader.com/article/20110501/NEWS01/110501008/1007/Slide-causes-road-closure-near-Noblett-Lake,30-04-2011,2011,4
3443,05-01-2011,,,United States,US,Kentucky,2237,Cumberland,8.68702,,36.9284,-83.0638,"(36.928400000000003, -83.063800000000001)",Landslide,Landslide,Small,Downpour,,,0,,http://www.wkyt.com/harlan/headlines/Update_on_Harlan_County_rock_and_mudslide_121080114.html,01-05-2011,2011,5
3445,05-03-2011,Morning,,United States,US,Ohio,5099,Turpin Hills,2.88328,,39.0968,-84.4086,"(39.096800000000002, -84.408600000000007)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.wlwt.com/weather/27759478/detail.html,03-05-2011,2011,5
3446,05-03-2011,Morning,,United States,US,Ohio,14407,Bridgetown,4.26162,,39.12,-84.6621,"(39.119999999999997, -84.662099999999995)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.wlwt.com/weather/27759478/detail.html,03-05-2011,2011,5
3448,05-03-2011,Morning,,United States,US,Ohio,11585,Mack,2.95385,,39.1333,-84.662,"(39.133299999999998, -84.662000000000006)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.wlwt.com/weather/27759478/detail.html,03-05-2011,2011,5
3449,05-03-2011,Morning,,United States,US,Ohio,5069,New Burlington,1.81969,,39.2534,-84.5376,"(39.253399999999999, -84.537599999999998)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.wlwt.com/weather/27759478/detail.html,03-05-2011,2011,5
3450,05-03-2011,Morning,,United States,US,Kentucky,4407,Ludlow,1.27755,,39.0973,-84.5609,"(39.097299999999997, -84.560900000000004)",Landslide,Mudslide,Medium,Downpour,,,0,,http://www.wlwt.com/weather/27759478/detail.html,03-05-2011,2011,5
3452,05-03-2011,Night,SA,Colombia,CO,Boyacá,3689,Samacá,0.85976,,5.5002,-73.4832,"(5.5002000000000004, -73.483199999999997)",Landslide,Complex,Medium,Downpour,,,2,,http://colombiareports.com/colombia-news/news/16025-father-and-son-buried-by-massive-landslide.html,03-05-2011,2011,5
3454,05-03-2011,,,United States,US,Kentucky,1190,Augusta,8.35471,,38.7981,-84.0971,"(38.798099999999998, -84.097099999999998)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.ripleybee.com/index.php?option=com_content&task=view&id=1533&Itemid=42,03-05-2011,2011,5
3455,05-03-2011,Early morning,,United States,US,Kentucky,25527,Frankfort,2.05395,,38.1825,-84.8757,"(38.182499999999997, -84.875699999999995)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.wkyt.com/home/headlines/121163864.html,03-05-2011,2011,5
3456,05-03-2011,Morning,,United States,US,Kentucky,25527,Frankfort,3.61757,,38.1684,-84.8703,"(38.168399999999998, -84.8703)",Landslide,Mudslide,Medium,Downpour,,,0,,http://www.wtvq.com/iphone/8143-franklin-county-mudslide-cleanup,03-05-2011,2011,5
3457,05-03-2011,Early morning,,United States,US,Kentucky,25527,Frankfort,3.19663,,38.1723,-84.8775,"(38.1723, -84.877499999999998)",Landslide,Mudslide,Medium,Downpour,,,0,,http://www.wkyt.com/home/headlines/121163864.html,03-05-2011,2011,5
3458,05-03-2011,Morning,,United States,US,Kentucky,9011,Maysville,2.33611,,38.6487,-83.7193,"(38.648699999999998, -83.719300000000004)",Landslide,Mudslide,Medium,Downpour,,,0,,http://www.maysville-online.com/news/local/article_dae87c58-75c9-11e0-8a71-001cc4c03286.html,03-05-2011,2011,5
3459,05-03-2011,05:00:00,,United States,US,Ohio,1638,Aberdeen,5.88319,,38.7037,-83.7895,"(38.703699999999998, -83.789500000000004)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.maysville-online.com/news/local/article_dae87c58-75c9-11e0-8a71-001cc4c03286.html,03-05-2011,2011,5
3460,05-02-2011,12:15,SA,Ecuador,EC,Pichincha,1399814,Quito,4.39517,Urban area,-0.2648,-78.5074,"(-0.26479999999999998, -78.507400000000004)",Landslide,Mudslide,Medium,Unknown,,7,5,Latin American Herald Tribune,http://www.laht.com/article.asp?ArticleId=393028&CategoryId=14089,02-05-2011,2011,5
3463,05-04-2011,Morning,,United States,US,Vermont,2386,Swanton,5.80477,,44.9378,-73.0562,"(44.937800000000003, -73.056200000000004)",Landslide,Mudslide,Small,Downpour,,,0,,,04-05-2011,2011,5
3464,05-04-2011,02:00:00,,United States,US,Vermont,2386,Swanton,5.93705,Above river,44.9344,-73.051,"(44.934399999999997, -73.051000000000002)",Landslide,Mudslide,Medium,Downpour,,,0,WCAX,http://www.wcax.com/story/14568957/massive-mud-slide-hits-franklin-county,04-05-2011,2011,5
3466,05-05-2011,,,United States,US,Vermont,9052,Barre,6.58098,,44.2553,-72.4875,"(44.255299999999998, -72.487499999999997)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.wcax.com/story/14582255/mudslide-in-east-montpelier,05-05-2011,2011,5
3471,05-08-2011,,SA,Colombia,CO,Boyacá,5411,Belén,2.28425,,6.0061,-72.924,"(6.0061, -72.924000000000007)",Landslide,Landslide,Medium,Downpour,,,0,,http://colombiareports.com/colombia-news/news/16237-colombias-rainy-season-continues-to-wreak-havoc.html,08-05-2011,2011,5
3472,05-08-2011,Night,,Costa Rica,CR,Heredia,1355,Ángeles,15.05161,,10.1118,-83.9793,"(10.111800000000001, -83.979299999999995)",Landslide,Landslide,Medium,Rain,,,0,,http://insidecostarica.com/dailynews/2011/may/10/costarica11051010.htm,08-05-2011,2011,5
3478,05-08-2011,01:52:00,,United States,US,Idaho,1928,Victor,14.40898,,43.5411,-111.2683,"(43.5411, -111.2683)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.kbzk.com/news/heavy-rain-causes-mudslide-in-e-idaho/,08-05-2011,2011,5
3482,05-10-2011,Afternoon,,United States,US,West Virginia,51400,Charleston,6.0222,,38.3922,-81.5896,"(38.392200000000003, -81.589600000000004)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.dailymail.com/News/201105101286,10-05-2011,2011,5
3486,05-11-2011,,,United States,US,Ohio,2676,Burlington,4.35442,,38.4458,-82.5453,"(38.445799999999998, -82.545299999999997)",Landslide,Landslide,Small,Downpour,,,0,,http://www.irontontribune.com/2011/06/08/fema-assessing-damage/,11-05-2011,2011,5
3487,05-11-2011,,,United States,US,Ohio,11129,Ironton,19.76853,,38.6743,-82.5388,"(38.674300000000002, -82.538799999999995)",Landslide,Landslide,Small,Downpour,,,0,,http://www.irontontribune.com/2011/06/08/fema-assessing-damage/,11-05-2011,2011,5
3488,05-11-2011,,,United States,US,Ohio,2165,Coal Grove,9.74624,,38.544,-82.548,"(38.543999999999997, -82.548000000000002)",Landslide,Landslide,Small,Downpour,,,0,,http://www.irontontribune.com/2011/06/08/fema-assessing-damage/,11-05-2011,2011,5
3489,05-11-2011,,,United States,US,Ohio,11129,Ironton,20.40835,,38.6451,-82.4937,"(38.645099999999999, -82.493700000000004)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.irontontribune.com/2011/06/08/fema-assessing-damage/,11-05-2011,2011,5
3490,05-12-2011,Late afternoon,,United States,US,Ohio,1543,Brooklyn Heights,0.81717,,41.4184,-81.6849,"(41.418399999999998, -81.684899999999999)",Landslide,Mudslide,Medium,Downpour,,,0,,http://www.wtam.com/cc-common/news/sections/newsarticle.html?feed=122520&article=8566422,12-05-2011,2011,5
3493,5/13/11,Afternoon,,United States,US,Pennsylvania,3450,Masontown,5.82547,,39.8842,-79.8521,"(39.8842, -79.852099999999993)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.pittsburghlive.com/x/pittsburghtrib/news/pittsburgh/s_737091.html,13-05-2011,2011,5
3494,5/13/11,Afternoon,,United States,US,Pennsylvania,13663,Washington,18.14779,,40.0205,-80.3194,"(40.020499999999998, -80.319400000000002)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.pittsburghlive.com/x/pittsburghtrib/news/pittsburgh/s_737091.html,13-05-2011,2011,5
3495,5/13/11,,,United States,US,Pennsylvania,7635,Maple Glen,1.49457,,40.0118,-79.9935,"(40.011800000000001, -79.993499999999997)",Landslide,Landslide,Medium,Continuous rain,,,0,,http://www.wtae.com/news/27902657/detail.html,13-05-2011,2011,5
3498,5/15/11,Late night,,United States,US,New York,2614,Whitehall,16.90533,,43.6128,-73.5977,"(43.6128, -73.597700000000003)",Landslide,Mudslide,Small,Downpour,,,0,,http://poststar.com/news/local/article_de5e5622-80bf-11e0-9fcb-001cc4c03286.html,15-05-2011,2011,5
3499,5/16/11,09:50:00,SA,Colombia,CO,Valle del Cauca,2392877,Cali,8.30406,,3.4677,-76.5908,"(3.4676999999999998, -76.590800000000002)",Landslide,Landslide,Medium,Downpour,,,0,,http://english.cri.cn/6966/2011/05/18/1461s638057.htm,16-05-2011,2011,5
3500,5/16/11,05:45:00,SA,Colombia,CO,Santander,8949,Lebrija,9.21217,,7.096,-73.2994,"(7.0960000000000001, -73.299400000000006)",Landslide,Landslide,Medium,Downpour,,,2,,http://colombiareports.com/colombia-news/news/16289-2-die-and-1-missing-in-santander-landslide.html,16-05-2011,2011,5
3501,5/17/11,Evening,SA,Colombia,CO,Santander,86387,Piedecuesta,10.55986,,6.905,-73.0021,"(6.9050000000000002, -73.002099999999999)",Landslide,Landslide,Medium,Downpour,,,0,,http://colombiareports.com/colombia-news/news/16343-bogota-cut-off-from-northeast-colombia.html,17-05-2011,2011,5
3502,5/17/11,,,United States,US,Pennsylvania,1064,Curtisville,2.01507,,40.6573,-79.8375,"(40.657299999999999, -79.837500000000006)",Landslide,Landslide,Small,Downpour,,,0,,http://www.pittsburghlive.com/x/valleynewsdispatch/s_738816.html,17-05-2011,2011,5
3503,5/18/11,03:30:00,SA,Colombia,CO,Santander,11265,San Vicente de Chucurí,0.80432,,6.8835,-73.4166,"(6.8834999999999997, -73.416600000000003)",Landslide,Complex,Medium,Downpour,,,1,,http://colombiareports.com/colombia-news/news/16350-north-colombia-landslide-kills-one-injures-10.html,18-05-2011,2011,5
3504,5/18/11,,,United States,US,West Virginia,49138,Huntington,1.71788,,38.4069,-82.4333,"(38.4069, -82.433300000000003)",Landslide,Landslide,Small,Downpour,,,0,,http://www.wsaz.com/news/headlines/Enslow_Bulevard_to_Close_for_Landslide_Cleanup_122190379.html,18-05-2011,2011,5
3505,5/18/11,03:00:00,,United States,US,West Virginia,49138,Huntington,2.13503,,38.4072,-82.4261,"(38.407200000000003, -82.426100000000005)",Landslide,Landslide,Small,Downpour,,,0,,http://www.wsaz.com/news/headlines/122140919.html,18-05-2011,2011,5
3506,5/18/11,,,United States,US,West Virginia,49138,Huntington,2.94557,,38.4001,-82.4685,"(38.400100000000002, -82.468500000000006)",Landslide,Landslide,Small,Downpour,,,0,,http://www.statejournal.com/story.cfm?func=viewstory&storyid=100229,18-05-2011,2011,5
3507,5/18/11,,,United States,US,West Virginia,49138,Huntington,2.76021,,38.4007,-82.4662,"(38.400700000000001, -82.466200000000001)",Landslide,Landslide,Small,Downpour,,,0,,http://www.statejournal.com/story.cfm?func=viewstory&storyid=100229,18-05-2011,2011,5
3508,5/18/11,,,United States,US,West Virginia,49138,Huntington,0.01392,,38.4193,-82.4453,"(38.4193, -82.445300000000003)",Landslide,Landslide,Small,Downpour,,,0,,http://www.wsaz.com/news/headlines/Enslow_Bulevard_to_Close_for_Landslide_Cleanup_122190379.html,18-05-2011,2011,5
3509,5/18/11,Night,,United States,US,West Virginia,1542,West Liberty,11.0113,,40.1095,-80.4911,"(40.109499999999997, -80.491100000000003)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.statejournal.com/story.cfm?func=viewstory&storyid=99757,18-05-2011,2011,5
3510,5/18/11,03:00:00,,United States,US,Pennsylvania,5677,Coraopolis,2.45126,,40.521,-80.138,"(40.521000000000001, -80.138000000000005)",Landslide,Landslide,Small,Downpour,,,0,,http://pittsburgh.cbslocal.com/2011/05/18/landslide-closes-portion-of-route-65-in-glenfield/,18-05-2011,2011,5
3511,5/18/11,21:40:00,,United States,US,Pennsylvania,1440,Russellton,4.06157,,40.5755,-79.8282,"(40.575499999999998, -79.828199999999995)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.pittsburghlive.com/x/pittsburghtrib/news/pittsburgh/s_737933.html,18-05-2011,2011,5
3514,5/19/11,Early morning,,United States,US,Pennsylvania,27126,Plum,1.0937,,40.5071,-79.7401,"(40.507100000000001, -79.740099999999998)",Landslide,Landslide,Small,Downpour,,,0,,http://www.pittsburghlive.com/x/pittsburghtrib/news/pittsburgh/s_737933.html,19-05-2011,2011,5
3515,5/19/11,,,United States,US,Pennsylvania,3050,Youngwood,3.51907,,40.2357,-79.5358,"(40.235700000000001, -79.535799999999995)",Landslide,Landslide,Small,Downpour,,,0,,http://www.wtae.com/news/28196262/detail.html,19-05-2011,2011,5
3516,5/19/11,21:00:00,,United States,US,Utah,1336,Wolf Creek,8.65312,,41.2554,-111.8305,"(41.255400000000002, -111.8305)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.deseretnews.com/article/705373016/State-Route-39-closed-after-mudslide-near-Pineview-Dam.html,19-05-2011,2011,5
3517,5/19/11,Early morning,,United States,US,Pennsylvania,3330,Ingram,0.7126,,40.448,-80.0595,"(40.448, -80.0595)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.pittsburghlive.com/x/pittsburghtrib/news/pittsburgh/s_737933.html,19-05-2011,2011,5
3518,5/20/11,,,United States,US,Pennsylvania,305704,Pittsburgh,0.26199,,40.4407,-79.9928,"(40.4407, -79.992800000000003)",Landslide,Landslide,Small,Downpour,,,0,,http://www.pittsburghlive.com/x/valleynewsdispatch/s_738816.html,20-05-2011,2011,5
3522,5/21/11,14:00:00,,United States,US,Utah,9128,Santaquin,7.91495,,39.9121,-111.7429,"(39.912100000000002, -111.74290000000001)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.sltrib.com/sltrib/news/51860432-78/canyon-mudslide-road-santaquin.html.csp,21-05-2011,2011,5
3523,5/21/11,,,United States,US,Pennsylvania,1218,Leetsdale,1.11499,,40.5558,-80.2174,"(40.555799999999998, -80.217399999999998)",Landslide,Creep,Medium,Downpour,,,0,,http://moon.patch.com/articles/crescent-officials-monitor-mccutcheon-way-landslide,21-05-2011,2011,5
3524,5/21/11,,,United States,US,Pennsylvania,1218,Leetsdale,1.11499,,40.5558,-80.2174,"(40.555799999999998, -80.217399999999998)",Landslide,Creep,Medium,Downpour,,,0,,http://moon.patch.com/articles/crescent-officials-monitor-mccutcheon-way-landslide,21-05-2011,2011,5
3526,5/22/11,Afternoon,,United States,US,Utah,18275,Farmington,3.12368,,41.0033,-111.8657,"(41.003300000000003, -111.8657)",Landslide,Mudslide,Small,Downpour,,,0,,"http://www.fox13now.com/news/local/kstu-mudslide-mudslide-closes-road-in-farmington-canyon-20110523,0,5788689.story",22-05-2011,2011,5
3527,5/22/11,12:30:00,,United States,US,Utah,3112,Beaver,14.71664,,38.2717,-112.473,"(38.271700000000003, -112.473)",Landslide,Complex,Small,Downpour,,,0,,http://www.deseretnews.com/article/705373142/Moisture-laden-soils-slide-in-Beaver-Farmington.html,22-05-2011,2011,5
3528,5/22/11,,,United States,US,Utah,8893,Grantsville,30.28399,,40.3398,-112.5716,"(40.339799999999997, -112.5716)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.sltrib.com/sltrib/news/51863215-78/road-canyon-county-debris.html.csp,22-05-2011,2011,5
3529,5/22/11,,,United States,US,Utah,15335,Centerville,4.54095,,40.9108,-111.8191,"(40.910800000000002, -111.81910000000001)",Landslide,Landslide,Small,Downpour,,,0,,http://www.deseretnews.com/article/705373142/Moisture-laden-soils-slide-in-Beaver-Farmington.html,22-05-2011,2011,5
3531,5/23/11,Late night,,United States,US,Pennsylvania,5157,Arnold,3.0244,,40.5813,-79.8024,"(40.581299999999999, -79.802400000000006)",Landslide,Landslide,Small,Downpour,,,0,,http://www.pittsburghlive.com/x/valleynewsdispatch/s_738816.html,23-05-2011,2011,5
3537,5/25/11,10:00:00,,United States,US,Iowa,82684,Sioux City,4.3821,,42.5337,-96.3726,"(42.533700000000003, -96.372600000000006)",Landslide,Mudslide,Small,Downpour,Two inches since Midnight,,0,,http://www.ktiv.com/story/14714684/siouxland-breaks-a-nearly-30-year-record-as-rain-continues-to-fall,25-05-2011,2011,5
3538,5/25/11,,,United States,US,Michigan,113934,Ann Arbor,1.89658,,42.2939,-83.7342,"(42.293900000000001, -83.734200000000001)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.detnews.com/article/20110526/METRO/105260465/1361/Ann-Arbor-mudslide-amid-heavy-rains-causes--significant--damage,25-05-2011,2011,5
3548,5/27/11,Evening,,United States,US,New York,2521,Lake Placid,11.70793,,44.3666,-73.8973,"(44.366599999999998, -73.897300000000001)",Landslide,Landslide,Small,Downpour,,,0,,http://adirondackdailyenterprise.com/page/content.detail/id/524819/Storm-leaves-scar-on-Whiteface.html?nav=5008,27-05-2011,2011,5
3550,5/28/11,03:00:00,,United States,US,Illinois,27865,Alton,1.71596,Bluff,38.8994,-90.2006,"(38.8994, -90.200599999999994)",Landslide,Mudslide,Medium,Downpour,,,0,St. Louis Post-Dispatch,http://www.stltoday.com/news/local/metro/article_05b458a2-8962-11e0-b4df-001a4bcf6878.html,28-05-2011,2011,5
3551,5/29/11,12:00:00,,United States,US,Vermont,9052,Barre,0.65528,,44.1921,-72.4975,"(44.192100000000003, -72.497500000000002)",Landslide,Landslide,Small,Downpour,,,0,,http://www.wcax.com/story/14748017/saturated-soil-leads-to-barre-landslide,29-05-2011,2011,5
3553,5/30/11,Morning,,United States,US,Utah,1336,Wolf Creek,8.65312,,41.2554,-111.8305,"(41.255400000000002, -111.8305)",Landslide,Landslide,Small,Rain,,,0,,http://www.abc4.com/content/news/slc/story/Mudslide-again-closes-northern-Utah-highway/mJsNwZhthk-ssASdj6CKqg.cspx,30-05-2011,2011,5
3554,5/30/11,,,United States,US,Wyoming,1182,Sundance,7.07507,,44.4648,-104.4111,"(44.464799999999997, -104.4111)",Landslide,Mudslide,Small,Unknown,,,0,,http://www.9news.com/news/local/article/200937/346/Teton-County-highway-reopens-after-landslide-?odyssey=mod%7Cnewswell%7Ctext%7CFRONTPAGE%7Ct,30-05-2011,2011,5
3555,5/30/11,Early morning,,United States,US,Vermont,9052,Barre,1.15359,,44.19,-72.4914,"(44.19, -72.491399999999999)",Landslide,Mudslide,Small,Downpour,,,0,,http://vtdigger.org/2011/05/31/welch-flood-relief-for-private-companies-and-homeowners-not-likely/,30-05-2011,2011,5
3563,06-02-2011,,,Haiti,HT,Sud-Est,137966,Jacmel,0.19079,,18.2348,-72.5364,"(18.2348, -72.5364)",Landslide,Landslide,Small,Downpour,,,0,,http://www.haitilibre.com/en/news-3095-haiti-climate-the-situation-by-department.html,02-06-2011,2011,6
3564,06-02-2011,,,Haiti,HT,Centre,18590,Hinche,7.86436,,19.2088,-71.9747,"(19.2088, -71.974699999999999)",Landslide,Landslide,Medium,Downpour,,,1,,http://www.haitilibre.com/en/news-3095-haiti-climate-the-situation-by-department.html,02-06-2011,2011,6
3569,06-03-2011,,,Dominican Republic,DO,Santiago,9853,San José de Las Matas,2.72462,,19.3556,-70.9189,"(19.355599999999999, -70.918899999999994)",Landslide,Landslide,Medium,Downpour,,,1,,http://english.peopledaily.com.cn/90001/90777/90852/7402423.html,03-06-2011,2011,6
3572,06-05-2011,,SA,Ecuador,EC,Carchi,3983,El Ángel,28.29459,,0.8479,-78.0609,"(0.84789999999999999, -78.060900000000004)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.cre.com.ec/Desktop.aspx?Id=143&e=153271,05-06-2011,2011,6
3573,06-05-2011,,,United States,US,Colorado,1079,Keystone,5.82093,,39.5676,-105.9334,"(39.567599999999999, -105.93340000000001)",Landslide,Mudslide,Medium,Rain,,,0,,http://www.topix.net/forum/news/mudflow/TH8IFFC405EPHED90,05-06-2011,2011,6
3574,06-06-2011,Night,SA,Colombia,CO,Bolívar,8904,Santa Rosa del Sur,26.89879,,7.7895,-74.2239,"(7.7895000000000003, -74.2239)",Landslide,Landslide,Medium,Downpour,,,2,,http://colombiareports.com/colombia-news/news/16781-2-children-killed-in-north-colombia-landslide.html,06-06-2011,2011,6
3576,06-07-2011,,,Haiti,HT,Ouest,283052,Pétionville,0.11071,,18.5135,-72.2853,"(18.513500000000001, -72.285300000000007)",Landslide,Landslide,Large,Downpour,,,13,,http://www.bbc.co.uk/news/world-latin-america-13689711,07-06-2011,2011,6
3599,06-11-2011,,,United States,US,Kentucky,5338,Dayton,1.06742,,39.1186,-84.4826,"(39.118600000000001, -84.482600000000005)",Landslide,Mudslide,Medium,Rain,,,0,,http://www.fox19.com/story/14887478/mudslide-closes-road-near-the-ohio-river,11-06-2011,2011,6
3600,06-11-2011,,,United States,US,Iowa,10780,Keokuk,2.92601,,40.3722,-91.3955,"(40.372199999999999, -91.395499999999998)",Landslide,Mudslide,Medium,Downpour,,,,,http://www.connecttristates.com/news/story.aspx?id=629773,11-06-2011,2011,6
3604,06-12-2011,Afternoon,,United States,US,Pennsylvania,1319,Windsor,7.93844,,39.9376,-76.4958,"(39.937600000000003, -76.495800000000003)",Landslide,Mudslide,Small,Downpour,,,0,,,12-06-2011,2011,6
3625,6/18/11,20:40:00,,United States,US,Wisconsin,65883,Eau Claire,4.98787,,44.7665,-91.496,"(44.766500000000001, -91.495999999999995)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.wqow.com/Global/story.asp?S=14936139,18-06-2011,2011,6
3635,6/20/11,Morning,,United States,US,Indiana,1712,Southport,2.61312,,39.6416,-86.1251,"(39.641599999999997, -86.125100000000003)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.wishtv.com/dpp/news/local/marion_county/wall-collapse-mudslide-leaves-family-homeless,20-06-2011,2011,6
3636,6/20/11,Morning,,United States,US,Tennessee,4389,Harrogate,3.07236,,36.6015,-83.6816,"(36.601500000000001, -83.681600000000003)",Landslide,Mudslide,Medium,Downpour,,,0,,http://www.wbir.com/news/article/173525/187/Body-found-in-floodwaters-after-storms-pound-Claiborne-County,20-06-2011,2011,6
3639,6/22/11,,,Mexico,MX,Nayarit,4463,La Jarretadera,21.8006,,21.9814,-104.8381,"(21.981400000000001, -104.8381)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Beatriz,,0,,http://channel6newsonline.com/2011/06/missing-teen-found-dead-after-beatriz-slams-mexicos-pacific-coast/,22-06-2011,2011,6
3640,6/22/11,,,United States,US,Kentucky,2733,Stanton,5.95618,,37.8107,-83.8069,"(37.810699999999997, -83.806899999999999)",Landslide,Mudslide,Medium,Rain,,,0,,http://www.wkyt.com/news/headlines/Mudslide_closes_road_124517879.html?ref=879,22-06-2011,2011,6
3661,6/27/11,06:00:00,,United States,US,Colorado,1034,Georgetown,11.46832,,39.7956,-105.7643,"(39.7956, -105.76430000000001)",Landslide,Landslide,Medium,Rain,,,0,,http://www.thedenverchannel.com/news/28367109/detail.html,27-06-2011,2011,6
